ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response
165550,Nebraska,2024-01-21 04:29:20,Monday,01:31:48,Snowy,Wet,Dawn,Urban,Crossroads,Rollover,Truck,Senior,4,3,37,4.426982555,6.116763003,362.1872787,3.961196611,0.3671929657,47,15.86380817
165551,Texas,2024-02-02 20:29:52,Thursday,20:35:42,Sunny,Muddy,Night,Rural,Roundabout,Run-off-road,Bicycle,Young Adult,2,0,30,6.696129848,7.228543165,138.304874,8.591492362,0.9228405154,35,23.30307747
165552,Louisiana,2024-02-23 15:39:46,Saturday,11:01:51,Stormy,Muddy,Dawn,Freeway,Overpass,Side collision,Pedestrian,Teenager,3,2,48,7.576314463,4.962879535,942.3239541,4.30815352,0.8728533255,78,23.05449706
165553,New Jersey,2024-02-04 19:03:10,Thursday,08:50:47,Rainy,Icy,Night,Rural,Intersection,Run-off-road,Truck,Adult,4,3,36,8.361885602,8.070710309,944.2571768,,0.2059882433,13,25.74686269
165554,Kansas,2024-02-04 12:35:23,Saturday,07:40:16,Foggy,Icy,Daylight,Freeway,Intersection,Cyclist involved,Truck,Adult,1,0,59,5.400055663,2.874992232,687.2429774,,0.4010695529,0,13.55434128
165555,New Jersey,2024-01-06 10:35:14,Wednesday,09:33:17,Snowy,Snowy,Daylight,Highway,Intersection,Rear-end collision,Truck,Teenager,5,0,60,5.294417061,1.845829799,535.1676829,5.410738508,0.8326232278,96,15.55536134
165556,North Carolina,2024-01-06 08:26:34,Sunday,08:34:32,Sunny,Muddy,Night,Freeway,Crossroads,Rollover,Truck,Teenager,2,0,35,8.085345901,4.002566036,880.9592783,3.664209848,0.9041157519,98,20.24589886
165557,Iowa,2024-02-02 04:48:01,Sunday,13:11:04,Foggy,Dry,Night,Urban,Roundabout,Run-off-road,Pedestrian,Young Adult,5,1,49,3.003107868,2.579318326,942.9554585,,0.6594907906,37,9.537220772
165558,South Carolina,2024-01-09 00:57:24,Sunday,05:02:10,Snowy,Wet,Dusk,Highway,Overpass,Pedestrian involved,Car,Teenager,2,2,64,2.375662602,6.162136624,204.6171232,8.377359282,0.8887992793,20,7.860302146
165559,West Virginia,2024-01-06 12:24:16,Wednesday,15:27:12,Rainy,Muddy,Dusk,Urban,T-Junction,Rear-end collision,Motorcycle,Young Adult,1,2,39,9.389990083,3.690554014,832.716191,3.290965729,0.4561229768,97,29.21087407
165560,Mississippi,2024-01-29 05:06:33,Wednesday,06:32:16,Sunny,Muddy,Dusk,Rural,Underpass,Cyclist involved,Pedestrian,Adult,1,3,44,6.410955854,9.930099779,661.7687425,8.076880273,0.5443038067,83,
165561,Maine,2024-02-21 03:10:09,Friday,01:49:55,Foggy,Muddy,Dawn,Freeway,Roundabout,Cyclist involved,Truck,Teenager,3,0,39,1.910503756,2.381961302,470.9202924,3.011147669,0.4100674291,79,
165562,Iowa,2024-01-16 04:49:09,Saturday,11:20:23,Foggy,Muddy,Daylight,Street,,Rear-end collision,Car,Teenager,4,1,42,9.435161266,8.074717197,648.6995094,8.124176272,0.8990658241,4,16.89677572
165563,North Dakota,2024-02-01 02:43:26,Tuesday,17:28:51,Stormy,Muddy,Night,Freeway,T-Junction,Pedestrian involved,Car,Young Adult,5,0,31,2.570307553,3.430132828,537.193846,9.795004683,0.2126547458,46,13.37562413
165564,Oklahoma,2024-01-11 06:52:11,Friday,02:39:35,Snowy,Snowy,Dusk,Street,Underpass,Pedestrian involved,Pedestrian,Teenager,5,2,58,7.605125387,6.674852286,333.696411,6.812005746,0.1255747393,30,23.94885834
165565,Oklahoma,2024-02-07 11:45:28,Sunday,00:21:24,Snowy,Dry,Night,Freeway,Intersection,Rollover,Bicycle,Young Adult,5,0,58,1.202014665,7.189656054,852.7822138,6.801458998,0.2031924823,19,15.80845941
165566,Delaware,2024-02-07 09:58:27,Tuesday,09:45:13,Stormy,Icy,Dusk,Highway,Intersection,Run-off-road,Truck,Adult,5,1,32,8.600713507,1.709940808,488.4893438,9.437406355,0.8984261341,97,29.98121184
165567,Virginia,2024-02-24 09:00:11,Monday,04:31:50,Sunny,Muddy,Dawn,Freeway,,Head-on collision,Bicycle,Adult,4,0,,8.247473678,9.95049797,430.4167613,8.615806794,0.3134665512,21,8.973980856
165568,Mississippi,2024-01-03 12:28:21,Sunday,07:32:40,Stormy,Dry,Daylight,Urban,Roundabout,Pedestrian involved,Car,Senior,5,3,60,2.367180982,4.693521433,599.612414,7.681277003,0.4722222863,99,
165569,Maryland,2024-01-15 11:23:18,Wednesday,21:25:52,,Dry,Night,Freeway,Roundabout,Pedestrian involved,Bicycle,Young Adult,3,1,32,7.191399388,8.266084801,542.1994864,5.044070696,0.3973478991,52,28.42989929
165570,Utah,2024-01-11 03:29:02,Saturday,16:08:45,Foggy,Snowy,Dusk,Urban,Intersection,Rear-end collision,Truck,Senior,3,2,54,0.8311061574,4.83861128,904.639672,7.220186144,0.8560020579,45,18.46263649
165571,Minnesota,2024-01-23 07:13:08,Friday,16:16:08,Rainy,Icy,Night,Freeway,Overpass,Rear-end collision,Truck,Adult,2,0,67,7.525140812,3.649589397,214.8686231,5.186081143,0.4082399398,75,10.12609652
165572,Maryland,2024-01-31 09:14:35,Thursday,04:20:02,Stormy,Muddy,Dusk,Urban,Roundabout,Pedestrian involved,Pedestrian,Senior,1,1,69,1.372871237,5.688392584,122.4556962,7.048291241,0.5781840486,92,17.197279
165573,Washington,2024-02-03 08:24:01,Thursday,09:33:03,Rainy,Snowy,Dusk,Highway,Underpass,Run-off-road,Car,Young Adult,5,0,64,8.543550496,9.139070734,800.9930202,6.478415251,0.7125239278,50,22.59283483
165574,Kansas,2024-01-26 21:33:07,Thursday,22:38:04,Foggy,Wet,Dusk,Urban,Underpass,Rollover,Truck,Young Adult,1,2,64,3.530624122,3.482538399,653.7869706,6.05627589,0.3272686834,80,14.48432602
165575,Alabama,2024-01-16 19:24:30,Monday,07:08:48,,Dry,Night,Street,Underpass,Head-on collision,Bicycle,Young Adult,2,0,40,9.947320297,7.556069631,342.474166,7.494107988,0.7061766181,16,16.20380146
165576,Tennessee,2024-02-05 18:06:27,Sunday,02:45:47,Stormy,Dry,Dusk,Urban,Underpass,Rear-end collision,Car,Young Adult,4,0,43,9.645107151,5.580420579,577.0133398,,0.6366430314,18,7.73135536
165577,Tennessee,2024-02-11 01:04:44,Monday,01:10:59,Foggy,Wet,Daylight,Freeway,Underpass,Side collision,Truck,Adult,1,2,47,1.828544748,6.843937399,514.229955,3.205392033,0.2325486289,98,15.23727143
165578,Massachusetts,2024-02-14 11:55:55,Saturday,14:29:08,Rainy,Wet,Night,Highway,Crossroads,Head-on collision,Truck,Senior,1,1,,2.225333272,6.46622982,646.5268811,3.799957035,0.1442767602,,23.41193481
165579,Wisconsin,2024-01-17 23:32:40,Monday,09:14:10,Foggy,Icy,Dawn,Freeway,Overpass,Rear-end collision,Truck,Young Adult,5,1,33,1.532332682,3.973255704,380.24354,8.66629936,0.8214943464,46,21.84347471
165580,Arizona,2024-02-13 15:34:23,Sunday,05:14:40,Rainy,Wet,Dawn,Rural,Underpass,Head-on collision,Pedestrian,Adult,4,1,56,1.784633335,7.864516481,476.653089,5.031837906,0.1016703779,11,16.96085741
165581,Rhode Island,2024-01-02 06:01:24,Sunday,18:18:53,Sunny,Snowy,Dawn,Rural,Underpass,Pedestrian involved,Motorcycle,Young Adult,2,2,33,3.709468949,8.571465476,342.6968221,6.293512783,0.7947317585,98,19.63715683
165582,Delaware,2024-01-05 21:48:23,Sunday,13:50:05,Foggy,Muddy,Dawn,Street,,Head-on collision,Motorcycle,Adult,3,2,49,1.050377511,3.074987153,595.3383302,4.87661612,0.496717652,67,27.5659235
165583,New Hampshire,2024-02-05 14:58:10,Friday,20:56:00,,Wet,Daylight,Freeway,T-Junction,Cyclist involved,Motorcycle,Teenager,3,3,70,0.4918089864,2.986163512,194.3043743,3.834849254,0.6061491102,88,23.27885491
165584,Oklahoma,2024-01-13 03:16:10,Sunday,04:09:59,,Dry,Daylight,Urban,,Rear-end collision,Motorcycle,Teenager,3,2,69,6.049157193,7.747099448,517.2966302,8.00748401,0.3287181573,61,23.68967012
165585,Tennessee,2024-02-04 02:58:28,Friday,02:03:09,Rainy,Icy,Dusk,Street,Underpass,Side collision,Car,Young Adult,5,2,48,8.524155699,2.826780391,781.5932455,8.421633388,0.3028123791,88,18.62152945
165586,Oregon,2024-02-13 03:32:36,Saturday,09:35:47,Sunny,Muddy,Night,Highway,T-Junction,Cyclist involved,Motorcycle,Senior,5,0,54,5.022643953,2.662750774,631.7383252,6.180970961,0.5447536454,77,27.35965639
165587,Mississippi,2024-01-28 11:35:04,Tuesday,03:12:48,Foggy,Dry,Dawn,Freeway,Crossroads,Cyclist involved,Car,Teenager,4,0,41,6.943206534,9.712385998,206.8631497,4.948319836,0.3750784235,71,25.53940716
165588,Connecticut,2024-02-09 18:43:36,Saturday,09:12:19,Stormy,Dry,Night,Urban,T-Junction,Rollover,Pedestrian,Teenager,5,3,,9.99962016,3.442732062,949.2316411,8.196718615,0.4324355393,48,15.80707452
165589,Pennsylvania,2024-02-01 15:46:32,Thursday,07:19:48,Sunny,Muddy,Dusk,Street,Crossroads,Run-off-road,Motorcycle,Adult,4,3,31,2.012534898,9.381399085,839.7772301,,0.5274819702,45,
165590,Michigan,2024-01-25 06:07:32,Saturday,04:53:31,Sunny,Wet,Daylight,Urban,Overpass,Rear-end collision,Bicycle,Senior,3,1,34,3.542378223,8.316053389,519.2064674,4.208671784,0.8544798803,,24.30627963
165591,Delaware,2024-01-31 12:07:02,Tuesday,23:06:41,Sunny,Muddy,Daylight,Street,Roundabout,Side collision,Motorcycle,Adult,4,2,53,6.422834759,9.324497374,688.0301146,7.561424798,0.9609096792,77,18.18118122
165592,Kentucky,2024-02-13 06:21:20,Saturday,10:25:46,Foggy,Muddy,Dusk,Rural,Roundabout,Head-on collision,Car,Young Adult,4,1,66,2.636915159,9.356349562,199.0702425,5.938117348,0.8999887903,20,28.63704647
165593,Oklahoma,2024-01-30 15:00:15,Saturday,18:22:14,Foggy,Muddy,Night,Highway,Intersection,Head-on collision,Pedestrian,Senior,3,0,62,0.2672592809,5.321430286,813.795725,5.782578305,0.2091746981,75,29.02378347
165594,Pennsylvania,2024-02-24 05:24:59,Monday,21:20:11,Rainy,Icy,Dusk,Highway,Underpass,Rear-end collision,Car,Adult,5,2,62,1.529117504,2.407270289,203.1278396,8.970515521,0.8074350756,22,11.48845355
165595,Michigan,2024-02-13 00:14:59,Tuesday,03:31:12,Rainy,Muddy,Dusk,Street,Roundabout,Side collision,Truck,Young Adult,3,2,45,0.3271794921,6.247735269,338.8619888,7.552358493,0.5561357297,22,23.62596631
165596,Idaho,2024-02-08 01:54:44,Saturday,02:48:45,Sunny,Wet,Night,Street,Overpass,Side collision,Motorcycle,Adult,3,0,,0.6253937452,3.203004466,369.7705276,8.127919307,0.3163230058,42,28.53473052
165597,Colorado,2024-01-13 07:20:11,Tuesday,19:48:34,Snowy,Snowy,Daylight,Street,,Run-off-road,Bicycle,Teenager,3,1,33,7.791054968,3.574402238,567.0561136,5.657715052,0.2385940903,39,29.39403365
165598,New Hampshire,2024-01-29 19:23:51,Friday,03:36:09,Foggy,Wet,Daylight,Highway,Roundabout,Head-on collision,Motorcycle,Senior,4,3,,9.723557472,2.067633071,305.1273125,7.750484753,0.9128865319,83,15.69984688
165599,Illinois,2024-02-16 01:35:29,Sunday,10:14:39,Foggy,Muddy,Daylight,Freeway,Underpass,Rollover,Bicycle,Adult,2,0,,6.361183718,4.502284264,688.4510644,,0.1184761171,94,9.614430491
165600,Louisiana,2024-01-05 20:37:14,Tuesday,06:55:22,Stormy,Wet,Dawn,Highway,T-Junction,Rear-end collision,Bicycle,Adult,5,2,48,0.4804007281,6.932278803,906.1702693,6.380293079,0.3362636507,55,15.28313781
165601,West Virginia,2024-02-24 04:54:10,Tuesday,07:53:58,Stormy,Wet,Dusk,Highway,T-Junction,Head-on collision,Truck,Adult,2,0,36,7.128307743,4.791212195,279.3756831,9.425498906,0.9461968958,20,21.40026321
165602,Nevada,2024-01-16 13:20:00,Wednesday,05:12:16,Foggy,Snowy,Dusk,Urban,Roundabout,Rollover,Motorcycle,Senior,5,2,67,6.839176099,5.91319133,956.3711206,,0.2843729074,60,10.34835437
165603,Idaho,2024-01-19 14:27:21,Saturday,20:44:18,Stormy,Icy,Dusk,Freeway,Crossroads,Head-on collision,Motorcycle,Young Adult,3,0,,8.614924708,4.879632152,956.1660453,3.003123638,0.5164695684,53,23.74980053
165604,Nevada,2024-01-04 15:16:38,Tuesday,16:56:57,Snowy,Muddy,Night,Street,Underpass,Rollover,Pedestrian,Adult,4,3,59,0.2786834468,6.781879442,183.1203334,6.557301233,0.7326939702,30,
165605,Wyoming,2024-01-30 23:11:36,Saturday,23:18:14,Sunny,Wet,Dusk,Freeway,Overpass,Head-on collision,Truck,Senior,4,1,66,7.511436168,8.437797116,194.4795701,7.521176632,0.6299049862,49,24.94053596
165606,Massachusetts,2024-02-27 11:48:32,Thursday,09:29:16,Stormy,Wet,Daylight,Rural,Crossroads,Rear-end collision,Truck,Young Adult,5,2,49,3.272237744,5.679864466,605.8802973,3.026102295,0.699224407,14,9.630511578
165607,Delaware,2024-01-11 14:23:29,Friday,13:15:20,Rainy,Muddy,Dawn,Street,T-Junction,Rollover,Truck,Teenager,1,1,42,9.334115123,9.530864447,732.412453,3.703933675,0.9124455307,,22.32613862
165608,Maine,2024-01-13 09:43:06,Monday,15:40:34,Snowy,Wet,Night,Street,T-Junction,Pedestrian involved,Pedestrian,Adult,5,0,61,4.109216327,4.868351488,714.7536213,6.435287209,0.1070050992,68,24.73051118
165609,Alabama,2024-02-11 18:58:04,Friday,11:08:42,Foggy,Snowy,Dawn,Urban,Crossroads,Pedestrian involved,Bicycle,Senior,5,3,,2.547248105,3.546483856,711.3262155,3.95486124,0.9040280378,21,19.92026391
165610,Georgia,2024-02-03 19:09:24,Thursday,12:35:58,Rainy,Snowy,Dawn,Street,Roundabout,Pedestrian involved,Motorcycle,Adult,3,2,52,8.64690839,4.730274297,916.505647,8.848860489,0.6769782703,29,27.33379608
165611,Mississippi,2024-01-25 02:43:11,Monday,18:05:21,Snowy,Icy,Dawn,Freeway,Intersection,Side collision,Bicycle,Senior,5,3,56,3.903662443,6.446209579,630.7299602,4.000071088,0.3708791842,84,16.94836367
165612,Rhode Island,2024-02-21 10:59:22,Thursday,06:00:03,Sunny,Icy,Dusk,Highway,Intersection,Run-off-road,Bicycle,Senior,2,3,31,0.5581594727,8.119742103,210.1454573,5.211328747,0.5839836572,8,20.73956365
165613,Michigan,2024-01-01 00:44:44,Sunday,05:12:10,Snowy,Dry,Daylight,Urban,Underpass,Cyclist involved,Bicycle,Young Adult,5,2,70,8.588500967,5.516047626,424.9541809,4.464403785,0.3625950938,66,25.45103964
165614,Kentucky,2024-02-16 17:51:14,Thursday,02:58:59,Sunny,Snowy,Daylight,Highway,Intersection,Cyclist involved,Car,Young Adult,5,0,30,6.431705891,0.494170298,625.78195,,0.7971087035,45,28.06920405
165615,Vermont,2024-02-13 16:28:29,Thursday,22:49:17,Rainy,Wet,Night,Urban,Overpass,Rear-end collision,Motorcycle,Adult,1,1,31,6.050009822,7.765285344,510.3109459,8.741629498,0.5236374971,93,17.60873772
165616,Vermont,2024-01-04 14:38:04,Monday,00:28:56,Rainy,Icy,Daylight,Rural,,Rollover,Bicycle,Teenager,1,1,41,7.641571886,1.765396358,744.2144473,3.500966517,0.7251467936,74,19.53421453
165617,Oregon,2024-01-19 14:51:38,Tuesday,20:14:39,Rainy,Wet,Night,Street,,Cyclist involved,Pedestrian,Adult,1,0,48,7.176940116,2.131748916,867.4011151,3.351214936,0.5505478419,28,25.06543137
165618,Rhode Island,2024-01-01 20:48:39,Tuesday,08:40:08,Sunny,Icy,Dusk,Urban,Intersection,Rollover,Bicycle,Senior,4,1,53,6.494777004,8.630815713,258.0305387,4.045839658,0.5025433728,43,9.92964525
165619,Oregon,2024-02-28 14:19:49,Sunday,06:50:22,,Snowy,Daylight,Freeway,Intersection,Cyclist involved,Pedestrian,Adult,1,0,57,9.981830365,3.177055736,738.021382,5.713749552,0.9840458156,12,23.06478313
165620,Delaware,2024-02-07 11:08:28,Monday,15:11:02,Stormy,Icy,Daylight,Street,Roundabout,Rollover,Car,Adult,1,3,32,8.898111289,7.133868955,183.3019729,6.576683434,0.725611427,96,15.99426234
165621,West Virginia,2024-02-26 02:19:53,Saturday,09:26:56,Rainy,Icy,Dawn,Urban,T-Junction,Rear-end collision,Car,Young Adult,2,3,55,3.054340302,5.256747326,558.1249059,6.586597522,0.6504414798,34,21.13811753
165622,Mississippi,2024-01-21 10:49:16,Sunday,05:52:19,Stormy,Wet,Dusk,Urban,Overpass,Side collision,Truck,Senior,1,1,,7.688548367,2.551749543,112.352782,8.60241304,0.3294007994,76,12.29158066
165623,Georgia,2024-01-02 20:35:47,Wednesday,09:17:13,Snowy,Muddy,Night,Freeway,Intersection,Side collision,Bicycle,Teenager,4,3,35,9.346046548,8.258685829,917.0094034,5.68370775,0.5205985775,89,23.07380215
165624,Georgia,2024-01-07 10:46:37,Saturday,12:03:58,Foggy,Icy,Dusk,Urban,,Pedestrian involved,Pedestrian,Teenager,3,1,37,4.711727498,0.4111062007,124.543892,8.194232254,0.178142656,17,9.298544101
165625,Louisiana,2024-02-12 20:32:43,Friday,06:10:47,Snowy,Snowy,Night,Rural,Crossroads,Run-off-road,Pedestrian,Teenager,1,3,39,6.540651641,4.843207282,129.1412857,,0.5828715425,2,5.11774634
165626,Alaska,2024-02-19 20:39:59,Saturday,16:12:00,Snowy,Dry,Night,Rural,Crossroads,Pedestrian involved,Pedestrian,Teenager,3,2,66,4.017734388,1.779609425,116.1150692,3.652201067,0.8561449934,37,27.55830325
165627,Florida,2024-01-16 20:15:59,Saturday,00:40:56,Foggy,Icy,Daylight,Rural,Overpass,Side collision,Bicycle,Senior,1,0,41,5.110633316,8.463726072,656.0771129,3.953235275,0.430505302,87,
165628,Wyoming,2024-01-19 06:39:09,Sunday,18:18:45,Rainy,Snowy,Dusk,Urban,Roundabout,Head-on collision,Car,Young Adult,2,1,62,3.502127194,2.210068269,969.9076267,4.565900577,0.4834313873,73,
165629,Oregon,2024-02-23 16:57:38,Thursday,10:09:06,Rainy,Muddy,Dawn,Highway,Crossroads,Run-off-road,Car,Young Adult,5,1,32,7.208542618,9.583113833,322.7101758,5.357925912,0.4426707248,20,12.45793252
165630,New Hampshire,2024-02-15 18:46:20,Friday,12:17:36,Stormy,Snowy,Daylight,Street,,Head-on collision,Bicycle,Adult,3,2,37,7.873078245,2.893147537,956.6677305,8.978699234,0.1274969403,81,22.45715523
165631,Wyoming,2024-02-20 20:58:39,Sunday,04:33:46,Snowy,Muddy,Dusk,Freeway,Overpass,Side collision,Motorcycle,Adult,3,0,36,5.39285867,4.863259393,946.4890305,5.675229332,0.4390283584,65,20.01829582
165632,Nevada,2024-01-26 05:02:38,Tuesday,23:51:00,Snowy,Muddy,Night,Street,Overpass,Head-on collision,Truck,Young Adult,1,2,49,0.6490992112,9.961451027,986.196352,9.165228921,0.3900189638,25,19.00629316
165633,Florida,2024-01-07 19:30:50,Sunday,07:20:44,Snowy,Wet,Dusk,Rural,Roundabout,Cyclist involved,Motorcycle,Senior,5,3,64,9.360594275,4.378380895,939.8633347,7.997688848,0.5391703547,,17.85768124
165634,Pennsylvania,2024-02-05 00:47:06,Tuesday,18:50:54,Stormy,Snowy,Daylight,Street,Overpass,Side collision,Bicycle,Young Adult,3,1,37,6.676523088,3.342765928,912.870537,8.779940361,0.4600038513,78,22.21501618
165635,Alabama,2024-01-05 11:25:26,Sunday,03:36:22,Stormy,Snowy,Night,Street,Roundabout,Rear-end collision,Truck,Adult,3,3,44,9.991578133,0.3230747784,444.5579617,6.631001207,0.715250135,45,21.68469445
165636,Louisiana,2024-01-10 07:44:55,Friday,17:26:27,Snowy,Snowy,Dawn,Rural,Crossroads,Cyclist involved,Car,Young Adult,3,3,44,3.660328639,4.826619239,655.5373731,6.104461098,0.35663291,95,23.15595296
165637,Nevada,2024-01-06 14:14:14,Monday,02:39:28,Foggy,Dry,Dawn,Street,Intersection,Run-off-road,Bicycle,Teenager,1,3,31,6.714208507,5.531510133,946.6034565,7.367084088,0.5673058884,87,14.7927122
165638,Texas,2024-02-06 19:32:55,Friday,07:27:10,Foggy,Icy,Night,Urban,Roundabout,Rollover,Bicycle,Adult,5,1,67,5.14435727,0.3304139268,551.5297363,4.597551439,0.2118177931,27,24.52126805
165639,Oregon,2024-02-22 17:09:01,Tuesday,11:18:01,Foggy,Icy,Night,Street,Overpass,Pedestrian involved,Truck,Young Adult,4,0,48,0.5066261665,6.708338592,989.7526641,,0.9915413453,10,17.12632348
165640,Colorado,2024-02-26 06:25:17,Monday,20:20:06,Stormy,Dry,Dawn,Urban,T-Junction,Pedestrian involved,Motorcycle,Senior,5,1,65,2.825265717,6.093163086,404.1701531,5.432994875,0.5014225343,62,13.47357431
165641,New York,2024-02-13 18:09:05,Monday,20:29:29,,Dry,Daylight,Street,Intersection,Run-off-road,Bicycle,Teenager,2,0,70,2.417340277,7.244354748,425.3752234,6.615193048,0.9267998536,70,25.77177345
165642,Kentucky,2024-02-01 20:05:16,Tuesday,18:21:17,Snowy,Icy,Daylight,Urban,,Rollover,Motorcycle,Teenager,1,3,54,0.6781140231,8.539643786,359.4831443,4.778692739,0.7515571857,93,22.31895857
165643,New Mexico,2024-01-26 11:01:47,Saturday,10:42:44,Snowy,Wet,Daylight,Freeway,Roundabout,Head-on collision,Car,Adult,1,0,47,7.895418662,9.738228707,289.6965406,9.467010336,0.4741484278,84,24.65993236
165644,Oregon,2024-02-27 22:07:28,Thursday,09:46:26,Sunny,Dry,Night,Highway,Crossroads,Run-off-road,Car,Young Adult,4,1,65,9.9486755,3.466726307,444.4983446,6.45913598,0.5709315608,29,
165645,Colorado,2024-02-08 23:56:20,Friday,14:56:42,Sunny,Wet,Dawn,Street,Underpass,Run-off-road,Truck,Teenager,5,1,63,5.593162467,3.548427828,532.9638037,9.628637932,0.20796134,,26.67003373
165646,Washington,2024-02-29 01:31:24,Monday,13:04:18,Foggy,Snowy,Night,Urban,Underpass,Head-on collision,Pedestrian,Senior,3,0,52,5.226013007,9.291687481,131.5734441,,0.2521418746,18,8.096755123
165647,West Virginia,2024-01-30 05:43:28,Thursday,12:52:14,Sunny,Wet,Dawn,Freeway,T-Junction,Cyclist involved,Car,Adult,1,0,46,1.231179982,1.570027385,325.6761593,7.938274719,0.2891467225,95,11.54700464
165648,Montana,2024-02-01 18:59:42,Monday,08:51:51,Stormy,Icy,Dawn,Street,Intersection,Side collision,Pedestrian,Young Adult,5,1,39,4.675636066,6.860102982,336.9768137,7.427999262,0.2607995038,82,26.27954899
165649,Hawaii,2024-01-26 21:19:29,Wednesday,21:36:57,Rainy,Snowy,Dawn,Highway,Roundabout,Head-on collision,Motorcycle,Teenager,3,3,53,1.002539242,3.444741518,744.0221304,7.948365471,0.4660028492,95,24.60056725
165650,Arkansas,2024-01-18 05:26:47,Saturday,01:55:36,Foggy,Muddy,Daylight,Freeway,T-Junction,Side collision,Truck,Senior,1,1,49,7.838228917,4.337144182,217.8971561,7.302481828,0.5095417508,24,13.70350357
165651,Texas,2024-02-28 08:04:34,Sunday,01:35:32,Snowy,Wet,Dawn,Freeway,T-Junction,Rollover,Truck,Senior,4,2,35,2.786392015,7.196654998,562.1195342,4.251101546,0.7273663352,56,26.22151137
165652,North Dakota,2024-02-13 04:32:10,Thursday,06:54:31,Foggy,Dry,Daylight,Urban,Overpass,Rear-end collision,Bicycle,Teenager,4,0,44,6.183944137,5.372252944,474.1279543,4.562437646,0.7748124651,93,7.61781415
165653,Louisiana,2024-01-05 16:18:53,Sunday,21:39:19,Foggy,Dry,Night,Rural,Intersection,Cyclist involved,Truck,Teenager,3,0,,4.282830516,9.501149855,844.6527077,3.348786258,0.9470618293,83,23.12663322
165654,New Jersey,2024-01-27 07:52:17,Wednesday,08:43:51,Rainy,Wet,Daylight,Highway,Roundabout,Head-on collision,Car,Teenager,5,3,39,1.352031159,3.78337809,440.4240283,9.514061062,0.2316915487,,
165655,Massachusetts,2024-01-13 04:16:18,Thursday,19:29:09,Rainy,Dry,Dusk,Freeway,Intersection,Run-off-road,Motorcycle,Senior,5,2,51,7.791083842,2.411272328,175.9067125,6.013577751,0.4853041229,70,18.52870013
